1,2,4,5,6,9,10,11,12,13,14,15,16,17,18,19,20,23,24,25,26,27,28,29,30,31,33,34,36,37,38,43,44,46,47,48,49,50,51,52,53,55,56,57,59,60,61,62,63,64,66,67,69,70,71,73,74,76,77,78,79,81,82
,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,
,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,,,,,,,,,,,,,,,,,4,,,,
,,,,5,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,4,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,7,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,7,,
,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,5,,,,,,,,,,,,,,,,,5,,,,,,,,5,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,3,,,,,,,,,,,,,,1,,,5,,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,7,,,,,,,,,,,6,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,5,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5,,,,,,7,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
,,,,,,,,3,,,,,,,,5,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,2,,2,,,,,,,,,6,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,6,,,2,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,6,,,,,,,,,,,,
,,3,,,,,,,,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,3,,,,,
,,,,,,,,,,,,,,,,,,,,,,5,,,,,5,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,7,,
,,,,,6,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,5,,,,,,,,,5,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,4,,,,,,,,,,,,,,,7,,,,,,,,,
,,,,,,,,,,5,,,,,,,,,,,,,,,,,2,,5,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,
