1,3,5,6,7,9,10,11,12,13,14,15,17,19,20,21,22,24,25,27,28,29,30,31,32,33,36,38,40,41,42,43,47,48,49,52,53,54,56,57,58,61,62,63,65,66,67,69,70,71,72,73,77,80,82,83
,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,4,,,,,,,,,,,1,,,
,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,6,,,,7,,,,,,,,4,,6,,,,,,,,
,,7,,,,,,,1,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,7,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,,5,,,,
,,,,,,,,,4,3,,,,,,,,,,,,,,4,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,6,,,,,5,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
,,,,,,,4,2,,,,,,,,,,,,,7,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,6,,,,,,,,,5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,7,,,,,,,6,,,,,,,,,5,,
,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,5
,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4,,6,,,,,,,,,,,3,,,,,,,,,,7
,7,,3,,,,,,,,,,,5,,,,,,6,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,,,,5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,6,,,2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,7,,,,,,,,,,,,,,2,,4,,,,,,,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
,,,,5,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,7,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
,,,,4,5,,,,6,,,,,,,,,,,,,,,,,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,7,,,,,2,,,7,,,,,,,,,,,,,,,,,,,,,,7,,
,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,7,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,5,,,,7,,,,,,,6,,,,,,1,,,,,,,,,,2,,,,,
,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,3,7,
,,,,,,,,,5,,4,,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2,,,,,,,,,,,,4,,7,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,3,,,,,,,,,,4,,,,,,5,,,,,,,,
,,,,,,,,4,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,5,,7,,,,,,,,,,5,,,
,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,7,,,,,,,,,,,,,6,6,
,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6,,,,,,,,6,,,,,,,,,,,,,,,,,7,,7,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,7,,,5
,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,6,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,7,,,,,,,,,,,,,,,2,,,,,,,7,,,,,,,,,,,,,,,,,,,3,,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,5,,,,,,,4,,,4,,,,,,,
,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,4,,,,,,,4,,
,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,6,,,,,,,,
,,,,,,,,,,2,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,2,,,,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,7,5,,,,,,,,,,,,,6,,,,,,,,2,,,,
,,,,,,,,2,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,5,5,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,4,,,,,7,,,,
4,,,,,,,7,,,,,,5,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,
,4,,7,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,5,,,,,,,
,,,,,,,7,,,,,,,,,,,,,3,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4,7,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
,4,,,,,6,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,6,7,,,,,,,,5,,,,,,,,,3,,,,,,,,,,,,
,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,6,,,,,,,,,,,,,,,,,7,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,7,,7,5,,,5,,,,
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,6,,,,,,
4,,,,,,,,,,,,,,,,,6,,,,6,,,,,,,,7,,,,6,,,,,,,,,,,,,,,,,,,,,,
